profile_label,quantity,depth_low_mm,depth_high_mm,depth_mm,expected_count_run,expected_count_per_proton,expected_count_per_Gy
all_d120s300,measured_decays,62.0,64.0,63.0,15.275078836767397,1.5275078836767398e-05,1527.5078836767398
all_d120s300,measured_decays,64.0,66.0,65.0,15.3206844166621,1.53206844166621e-05,1532.06844166621
all_d120s300,measured_decays,66.0,68.0,67.0,15.360286392407412,1.536028639240741e-05,1536.028639240741
all_d120s300,measured_decays,68.0,70.0,69.0,15.39654690286602,1.539654690286602e-05,1539.6546902866019
all_d120s300,measured_decays,70.0,72.0,71.0,15.435640360958093,1.5435640360958094e-05,1543.5640360958093
all_d120s300,measured_decays,72.0,74.0,73.0,15.484639289077347,1.5484639289077346e-05,1548.4639289077347
all_d120s300,measured_decays,74.0,76.0,75.0,15.548245285937467,1.5548245285937467e-05,1554.8245285937467
all_d120s300,measured_decays,76.0,78.0,77.0,15.627577012578977,1.5627577012578978e-05,1562.7577012578977
all_d120s300,measured_decays,78.0,80.0,79.0,15.722320588811307,1.5722320588811306e-05,1572.2320588811306
all_d120s300,measured_decays,80.0,82.0,81.0,15.834446722068003,1.5834446722068003e-05,1583.4446722068003
all_d120s300,measured_decays,82.0,84.0,83.0,15.969500502662337,1.5969500502662338e-05,1596.9500502662336
all_d120s300,measured_decays,84.0,86.0,85.0,16.13266851763418,1.613266851763418e-05,1613.266851763418
all_d120s300,measured_decays,86.0,88.0,87.0,16.32092674210209,1.632092674210209e-05,1632.0926742102088
all_d120s300,measured_decays,88.0,90.0,89.0,16.515246170067424,1.6515246170067424e-05,1651.5246170067423
all_d120s300,measured_decays,90.0,92.0,91.0,16.67573567447496,1.667573567447496e-05,1667.573567447496
all_d120s300,measured_decays,92.0,94.0,93.0,16.74320217429041,1.674320217429041e-05,1674.320217429041
all_d120s300,measured_decays,94.0,96.0,95.0,16.653438273655937,1.6653438273655938e-05,1665.3438273655936
all_d120s300,measured_decays,96.0,98.0,97.0,16.36435401888527,1.636435401888527e-05,1636.435401888527
all_d120s300,measured_decays,98.0,100.0,99.0,15.87860833879638,1.587860833879638e-05,1587.860833879638
all_d120s300,measured_decays,100.0,102.0,101.0,15.20532488754345,1.5205324887543449e-05,1520.532488754345
all_d120s300,measured_decays,102.0,104.0,103.0,14.157281478920199,1.41572814789202e-05,1415.72814789202
all_d120s300,measured_decays,104.0,106.0,105.0,12.064036479707239,1.2064036479707239e-05,1206.4036479707238
all_d120s300,measured_decays,106.0,108.0,107.0,8.39180421856533,8.39180421856533e-06,839.1804218565329
all_d120s300,measured_decays,108.0,110.0,109.0,4.754826504287853,4.7548265042878525e-06,475.4826504287853
all_d120s300,measured_decays,110.0,112.0,111.0,3.508357299151055,3.508357299151055e-06,350.8357299151055
all_d120s300,measured_decays,112.0,114.0,113.0,0.0,0.0,0.0
all_d120s300,measured_decays,114.0,116.0,115.0,0.0,0.0,0.0
all_d120s300,measured_decays,116.0,118.0,117.0,0.0,0.0,0.0
all_d120s300,measured_decays,118.0,120.0,119.0,0.0,0.0,0.0
all_d120s300,measured_decays,120.0,122.0,121.0,0.0,0.0,0.0
